Product ID,Product Name,Category Slug,Product Type,Description,Price (USD),SKU,Weight (kg),Stock Quantity,Brand,Is Published,Is Featured,SEO Title,SEO Description
P152,Dahua XVR5108HS-I3 8-Channel DVR,dvrs-nvrs,Physical,"8-channel penta-brid XVR with AI features, H.265+, 1080P real-time, SMD Plus detection, and support for 1 SATA HDD up to 10TB.",169.99,DAH-XVR5108HS,0.650,40,Dahua,TRUE,FALSE,Dahua 8-Channel AI XVR DVR,Buy Dahua 8ch XVR. AI SMD Plus H.265+ penta-brid 1080P.
P153,HID iCLASS SE R10 Card Reader,rfid-systems,Physical,"Contactless smart card reader with multi-technology support, 13.56MHz, Wiegand output, and iCLASS SE platform compatibility.",79.99,HID-R10-SE,0.145,75,HID Global,TRUE,FALSE,HID iCLASS SE R10 Card Reader,Shop HID R10. Contactless RFID 13.56MHz Wiegand access control.
P154,ZKTeco SpeedFace V5L Biometric Terminal,biometric-scanners,Physical,"Face and palm recognition terminal with visible light technology, mask detection, 5-inch touch display, and 6000 face capacity.",399.00,ZKT-V5L,0.750,30,ZKTeco,TRUE,FALSE,ZKTeco SpeedFace V5L Biometric Terminal,Buy ZKTeco V5L. Face palm recognition mask detection access control.
P155,Garmin DriveSmart 76 GPS Navigator,gps-trackers,Physical,"7-inch GPS navigator with voice-activated navigation, Garmin Traffic, Bluetooth calling, and detailed maps with lifetime updates.",279.99,GAR-DS76,0.243,50,Garmin,TRUE,FALSE,Garmin DriveSmart 76 GPS Navigator,Shop Garmin DriveSmart 76. 7-inch voice navigation Bluetooth calling.
P156,Vantrue N4 Pro 3-Channel Dash Cam,dash-cams,Physical,"3-channel dash cam with 4K+1080P+1080P recording, voice control, super night vision, GPS, WiFi, and 24-hour parking mode.",299.99,VAN-N4PRO,0.118,60,Vantrue,TRUE,FALSE,Vantrue N4 Pro 3-Channel Dash Cam,Buy Vantrue N4 Pro. 3-channel 4K super night vision GPS WiFi.
P157,Pioneer DMH-1770NEX 6.8-inch Car Stereo,car-stereos,Physical,"6.8-inch modular touchscreen receiver with Apple CarPlay, Android Auto, Bluetooth, WebLink, and 13-band EQ.",399.99,PIO-DMH1770NEX,1.50,35,Pioneer,TRUE,FALSE,Pioneer DMH-1770NEX Car Stereo,Shop Pioneer DMH-1770NEX. 6.8-inch CarPlay Android Auto touchscreen.
P158,Arduino Uno R4 WiFi Board,arduino-boards,Physical,"Next-gen Arduino with Renesas RA4M1 microcontroller, ESP32-S3 WiFi/BLE, 12x8 LED matrix, and Qwiic connector.",27.50,ARD-UNOR4-WIFI,0.025,200,Arduino,TRUE,TRUE,Arduino Uno R4 WiFi,Buy Arduino Uno R4 WiFi. RA4M1 ESP32-S3 LED matrix IoT.
P159,Raspberry Pi 5 8GB,raspberry-pi-boards,Physical,"Latest Raspberry Pi with 2.4GHz quad-core Arm Cortex-A76, 8GB LPDDR4X, PCIe 2.0, dual 4Kp60 HDMI, and USB 3.0.",80.00,RPI-5-8GB,0.046,150,Raspberry Pi Foundation,TRUE,TRUE,Raspberry Pi 5 8GB,Shop Raspberry Pi 5 8GB. Quad-core A76 PCIe 2.0 dual 4K.
P160,ESP32-S3-DevKitC-1 Development Board,microcontrollers,Physical,"ESP32-S3 development board with dual-core 240MHz, WiFi/BLE 5, vector instructions, and USB OTG support.",10.99,ESP-S3-DEVKIT,0.012,500,Espressif,TRUE,FALSE,ESP32-S3 DevKitC-1 Development Board,Buy ESP32-S3 DevKit. Dual-core WiFi BLE 5 AI acceleration USB OTG.
P161,Fluke 117 Electricians True RMS Multimeter,multimeters,Physical,"Professional multimeter with true RMS, VoltAlert technology, AutoVolt, non-contact voltage detection, and CAT III 600V rating.",249.99,FLK-117,0.550,60,Fluke,TRUE,TRUE,Fluke 117 True RMS Multimeter,Shop Fluke 117. True RMS VoltAlert AutoVolt professional multimeter.
P162,Rigol DS1054Z Digital Oscilloscope,oscilloscopes,Physical,"50MHz 4-channel digital oscilloscope with 1GSa/s sample rate, 12Mpts memory, FFT, math functions, and USB storage.",399.00,RIG-DS1054Z,3.20,25,Rigol,TRUE,FALSE,Rigol DS1054Z 4-Channel Oscilloscope,Buy Rigol DS1054Z. 50MHz 4-channel 1GSa/s FFT oscilloscope.
P163,Hakko FX-888D Soldering Station,soldering-stations,Physical,"Professional soldering station with digital display, adjustable temperature 120-899°F, quick heat recovery, and sleep function.",109.99,HAK-FX888D,2.00,75,Hakko,TRUE,FALSE,Hakko FX-888D Soldering Station,Shop Hakko FX-888D. Digital temperature control quick heat professional.
P164,Microsoft 365 Family 1-Year Subscription,office-software,Digital,"Office suite for up to 6 people with Word, Excel, PowerPoint, Outlook, 1TB OneDrive each, and premium features.",99.99,MS-M365-FAM-1Y,0.000,999,Microsoft,TRUE,TRUE,Microsoft 365 Family 1-Year,Buy Microsoft 365 Family. 6 users 1TB each Office apps premium.
P165,Windows 11 Pro Retail License,operating-systems,Digital,"Full retail license for Windows 11 Pro with advanced security, remote desktop, Hyper-V, and BitLocker encryption.",199.99,MS-WIN11PRO-RTL,0.000,999,Microsoft,TRUE,FALSE,Windows 11 Pro Retail License,Shop Windows 11 Pro. Advanced security Hyper-V BitLocker retail.
P166,Norton 360 Deluxe 1-Year 5-Device,antivirus-software,Digital,"Comprehensive security suite with real-time threat protection, VPN, password manager, PC cloud backup, and dark web monitoring.",49.99,NOR-360DLX-1Y-5,0.000,999,Norton,TRUE,FALSE,Norton 360 Deluxe 5-Device 1-Year,Buy Norton 360 Deluxe. VPN dark web monitoring 5 devices protection.
