Level,Category ID,Category Name,Parent Category ID,Slug,Description,SEO Title,SEO Description,Is Active
3,150104,Air Fryers,1501,air-fryers,"Air fryers for healthier cooking with less oil. Crispy results with rapid air circulation technology.","Air Fryers | Healthy Cooking","Shop air fryers. Less oil, crispy results. Healthy frying alternative.",TRUE
2,1502,Climate Control,15,climate-control,"Air conditioning, purification, and humidity control for comfortable indoor environments.","Climate Control | AC & Air Purifiers","Shop climate control. Air conditioners, purifiers. Comfortable indoor air.",TRUE
3,150201,Air Conditioners,1502,air-conditioners,"Window, portable, and split air conditioners for cooling any space. Energy-efficient models with smart controls.","Air Conditioners | Portable & Split AC","Shop air conditioners. Window, portable, split. Efficient cooling solutions.",TRUE
3,150202,Air Purifiers,1502,air-purifiers,"HEPA air purifiers removing allergens, dust, and pollutants. Clean air for healthier indoor environments.","Air Purifiers | HEPA Filters","Shop air purifiers. HEPA filtration. Remove allergens, improve air quality.",TRUE
3,150203,Humidifiers,1502,humidifiers,"Ultrasonic and evaporative humidifiers adding moisture to dry air. Relieve dryness and improve comfort.","Humidifiers | Moisture Control","Shop humidifiers. Ultrasonic, evaporative. Combat dry air, improve comfort.",TRUE
1,16,Security Surveillance & Access Control,,security-surveillance-access-control,"Professional security and surveillance systems. CCTV cameras, DVRs/NVRs, and access control solutions.","Security Systems | CCTV & Access Control","Shop security systems. CCTV, DVR/NVR, access control. Professional protection.",TRUE
2,1601,Surveillance,16,surveillance-systems,"Professional CCTV surveillance cameras and recording systems. Analog and IP solutions for any property.","CCTV Systems | Surveillance Cameras","Shop CCTV systems. Cameras, DVR/NVR. Professional surveillance solutions.",TRUE
3,160101,CCTV Cameras,1601,cctv-cameras,"Professional CCTV cameras including dome, bullet, PTZ, and covert options. HD and 4K resolution available.","CCTV Cameras | Security Cameras","Shop CCTV cameras. Dome, bullet, PTZ. HD and 4K surveillance.",TRUE
3,160102,DVRs & NVRs,1601,dvrs-nvrs,"Digital and network video recorders for CCTV systems. Local storage with remote viewing capabilities.","DVRs & NVRs | Video Recorders","Shop DVRs and NVRs. Record and store footage. Remote viewing enabled.",TRUE
2,1602,Access Control,16,access-control-systems,"Electronic access control systems for secure entry management. Biometric, RFID, and keypad solutions.","Access Control | Entry Systems","Shop access control. Biometric, RFID, keypad. Secure entry management.",TRUE
3,160201,Biometric Scanners,1602,biometric-scanners,"Fingerprint, facial recognition, and iris scanners for secure access control. Time and attendance integration.","Biometric Scanners | Fingerprint Readers","Shop biometric scanners. Fingerprint, facial recognition. Secure access control.",TRUE
3,160202,RFID Systems,1602,rfid-systems,"RFID card readers and access control systems. Proximity cards and key fobs for convenient entry.","RFID Systems | Card Access","Shop RFID systems. Card readers, key fobs. Convenient access control.",TRUE
1,17,Automotive Electronics,,automotive-electronics,"Car electronics and accessories for vehicles. Audio systems, dash cams, GPS, and safety devices.","Automotive Electronics | Car Tech","Shop car electronics. Stereos, dash cams, GPS. Upgrade your vehicle.",TRUE
2,1701,Car Electronics,17,car-electronics-main,"In-vehicle electronics including audio systems, dash cameras, and navigation devices.","Car Electronics | Audio & Safety","Shop car electronics. Stereos, dash cams. In-vehicle technology.",TRUE
3,170101,Car Stereos,1701,car-stereos,"Car audio head units with CarPlay, Android Auto, and Bluetooth. Single and double DIN installations.","Car Stereos | Head Units","Shop car stereos. CarPlay, Android Auto. Upgrade your car audio.",TRUE
3,170102,Dash Cams,1701,dash-cams,"Dashboard cameras for driving documentation and safety. Front, rear, and dual-channel recording options.","Dash Cams | Car DVRs","Shop dash cams. Front, rear, dual. Record your drives safely.",TRUE
3,170103,GPS Trackers,1701,gps-trackers,"Vehicle GPS trackers for fleet management and theft recovery. Real-time location tracking with mobile alerts.","GPS Trackers | Vehicle Tracking","Shop GPS trackers. Real-time tracking. Fleet management, theft recovery.",TRUE
2,1702,Vehicle Accessories,17,vehicle-accessories-electronics,"Electronic accessories for vehicles including chargers, parking sensors, and connectivity devices.","Vehicle Accessories | Car Chargers","Shop vehicle accessories. Car chargers, sensors. Vehicle electronics.",TRUE
3,170201,Car Chargers,1702,car-chargers,"USB car chargers for phones and devices. Fast charging and multi-port options for all passengers.","Car Chargers | USB Car Adapters","Shop car chargers. USB, fast charging. Power devices on the road.",TRUE
3,170202,Parking Sensors,1702,parking-sensors,"Ultrasonic parking sensors and backup cameras. Audio and visual alerts for safe parking assistance.","Parking Sensors | Backup Cameras","Shop parking sensors. Reverse cameras. Safe parking assistance.",TRUE
1,18,DIY Electronics Robotics & Education,,diy-electronics-robotics-education,"Maker electronics, development boards, components, and tools. Arduino, Raspberry Pi, and educational kits.","DIY Electronics | Arduino & Raspberry Pi","Shop DIY electronics. Arduino, Raspberry Pi, components. Learn and build.",TRUE
2,1801,Development Boards,18,development-boards,"Microcontroller and single-board computers for projects and learning. Arduino, Raspberry Pi, and alternatives.","Development Boards | Microcontrollers","Shop development boards. Arduino, Raspberry Pi. Start building projects.",TRUE
3,180101,Arduino Boards,1801,arduino-boards,"Official Arduino boards and compatible alternatives. Uno, Mega, Nano, and specialty boards for every project.","Arduino Boards | Arduino Compatible","Shop Arduino boards. Uno, Mega, Nano. Start your electronics projects.",TRUE
3,180102,Raspberry Pi Boards,1801,raspberry-pi-boards,"Raspberry Pi single-board computers for projects, servers, and learning. Pi 5, Pi 4, Pi Zero, and Pico.","Raspberry Pi | Single Board Computers","Shop Raspberry Pi. Pi 5, Pi 4, Zero. Powerful single-board computing.",TRUE
2,1802,Electronic Components,18,electronic-components,"Individual electronic components for building and repair. Sensors, ICs, relays, and microcontrollers.","Electronic Components | Parts & ICs","Shop electronic components. Sensors, ICs, relays. Build and repair.",TRUE
3,180201,Sensors,1802,sensors-components,"Electronic sensors for Arduino and Raspberry Pi projects. Temperature, motion, light, and environmental sensors.","Sensors | Arduino & Pi Sensors","Shop sensors. Temperature, motion, light. Project components.",TRUE
3,180202,Microcontrollers,1802,microcontrollers,"Bare microcontroller chips for custom embedded projects. ATmega, ESP32, STM32, and PIC controllers.","Microcontrollers | MCU Chips","Shop microcontrollers. ESP32, STM32, ATmega. Custom embedded projects.",TRUE
3,180203,Relays,1802,relays,"Mechanical and solid-state relays for switching and control. Various voltage and current ratings.","Relays | Switching Components","Shop relays. Mechanical, solid-state. Switching and control.",TRUE
3,180204,Integrated Circuits,1802,integrated-circuits,"ICs including amplifiers, logic gates, timers, and voltage regulators. Essential components for circuits.","Integrated Circuits | ICs","Shop ICs. Amplifiers, logic, timers. Circuit building blocks.",TRUE
2,1803,Electronics Tools,18,electronics-tools,"Professional tools for electronics work. Multimeters, oscilloscopes, soldering equipment, and test gear.","Electronics Tools | Test Equipment","Shop electronics tools. Multimeters, oscilloscopes, soldering. Professional equipment.",TRUE
3,180301,Multimeters,1803,multimeters,"Digital multimeters for voltage, current, and resistance measurement. Auto-ranging and true RMS options.","Multimeters | Digital Meters","Shop multimeters. Digital, auto-ranging. Measure voltage, current, resistance.",TRUE
3,180302,Oscilloscopes,1803,oscilloscopes,"Digital oscilloscopes for waveform analysis and debugging. Desktop and USB options for various budgets.","Oscilloscopes | Signal Analyzers","Shop oscilloscopes. Digital, USB. Waveform analysis and debugging.",TRUE
3,180303,Soldering Stations,1803,soldering-stations,"Temperature-controlled soldering stations for precise electronics work. Complete with tips and accessories.","Soldering Stations | Soldering Irons","Shop soldering stations. Temperature controlled. Precision soldering work.",TRUE
1,19,Software Licenses & Digital Goods,,software-licenses-digital-goods,"Digital products including software licenses, operating systems, and subscription keys. Instant delivery.","Software & Digital | Licenses & Keys","Shop software. Operating systems, office, antivirus. Digital license delivery.",TRUE
2,1901,Software,19,software-products,"Operating systems, productivity software, and security applications. Digital download with license keys.","Software | OS & Applications","Shop software. Windows, Office, antivirus. Digital downloads available.",TRUE
3,190101,Operating Systems,1901,operating-systems,"Windows, macOS, and Linux operating system licenses. Retail and OEM options for new builds and upgrades.","Operating Systems | Windows & Linux","Shop operating systems. Windows, Linux. OEM and retail licenses.",TRUE
3,190102,Office Software,1901,office-software,"Productivity software including Microsoft 365, standalone Office, and alternatives. Subscription and perpetual licenses.","Office Software | Microsoft 365","Shop office software. Microsoft 365, Office. Productivity applications.",TRUE
3,190103,Antivirus Software,1901,antivirus-software,"Security software for protection against viruses, malware, and online threats. Annual and multi-year subscriptions.","Antivirus Software | Security Suites","Shop antivirus software. Virus protection, security suites. Stay protected.",TRUE
2,1902,Digital Keys,19,digital-keys,"Digital product keys for games, subscriptions, and services. Instant email delivery.","Digital Keys | Game Keys","Shop digital keys. Game codes, subscriptions. Instant email delivery.",TRUE
3,190201,Game Keys,1902,game-keys,"PC game activation keys for Steam, Epic, Origin, and other platforms. Instant delivery of digital codes.","Game Keys | Steam & Epic Codes","Shop game keys. Steam, Epic, Origin. Instant digital delivery.",TRUE
3,190202,Subscription Licenses,1902,subscription-licenses,"Subscription service activation codes for streaming, storage, and productivity services.","Subscription Licenses | Service Codes","Shop subscription licenses. Streaming, cloud storage. Service activation codes.",TRUE
1,20,Refurbished Used & Clearance,,refurbished-used-clearance,"Quality refurbished electronics and clearance deals. Certified pre-owned devices with warranty at reduced prices.","Refurbished & Clearance | Used Electronics","Shop refurbished electronics. Certified devices, warranty included. Great savings.",TRUE
2,2001,Refurbished Electronics,20,refurbished-electronics,"Professionally refurbished electronics tested and restored to like-new condition. Warranty included.","Refurbished Electronics | Certified Pre-Owned","Shop refurbished. Phones, laptops, tablets. Tested, certified, warranty.",TRUE
3,200101,Refurbished Phones,2001,refurbished-phones-clearance,"Certified refurbished smartphones professionally tested and graded. Premium devices at affordable prices.","Refurbished Phones | Pre-Owned Smartphones","Shop refurbished phones. Certified, tested, warranty. Save on premium devices.",TRUE
3,200102,Refurbished Laptops,2001,refurbished-laptops-clearance,"Professionally refurbished laptops with new batteries and fresh installs. Business and consumer models.","Refurbished Laptops | Pre-Owned Notebooks","Shop refurbished laptops. New batteries, tested. Save on quality notebooks.",TRUE
3,200103,Refurbished Tablets,2001,refurbished-tablets-clearance,"Certified refurbished tablets including iPads and Android devices. Like-new condition with warranty.","Refurbished Tablets | Pre-Owned iPads","Shop refurbished tablets. iPads, Android. Tested, certified, warranty.",TRUE
2,2002,Clearance,20,clearance-electronics,"End-of-life and overstock electronics at deeply discounted prices. Limited quantities available.","Clearance Electronics | Overstock Deals","Shop clearance. End-of-life, overstock. Deep discounts, limited stock.",TRUE
3,200201,End-of-Life Products,2002,end-of-life-products,"Discontinued electronics at clearance prices. Previous generation products with full functionality.","End-of-Life Products | Discontinued Items","Shop end-of-life products. Discontinued, clearance. Full functionality, deep savings.",TRUE
3,200202,Overstock Electronics,2002,overstock-electronics,"Excess inventory electronics at reduced prices. Brand new products clearing at discount.","Overstock Electronics | Excess Inventory","Shop overstock. Brand new, reduced prices. Excess inventory clearance.",TRUE
